iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
EST,Europe,Estonia,2020-01-06,,,,,,,,,,,,,,,,1.0,0.754,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,,,,
EST,Europe,Estonia,2020-01-18,,,,,,,,,,,,,,,,1.0,0.754,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,,,,
EST,Europe,Estonia,2020-02-05,,,,,,,,,,,,,,,,,,,,,,1.0,,0.001,,,,,,tests performed,,,,,,,,,,,,,,0.0,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,,,,
EST,Europe,Estonia,2020-02-06,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.002,0.001,,,,,tests performed,,,,,,,,,,,,,,0.0,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,,,,
EST,Europe,Estonia,2020-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tests performed,,,,,,,,,,,,,,0.0,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,,,,
EST,Europe,Estonia,2020-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tests performed,,,,,,,,,,,,,,0.0,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,,,,
EST,Europe,Estonia,2020-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tests performed,,,,,,,,,,,,,,0.0,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,-251.4,-12.23,-21.29,-189.583609840852
EST,Europe,Estonia,2020-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tests performed,,,,,,,,,,,,,,0.0,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,,,,
EST,Europe,Estonia,2020-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tests performed,,,,,,,,,,,,,,0.0,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,,,,
EST,Europe,Estonia,2020-02-12,,,,,,,,,,,,,,,,1.0,0.754,,,,,3.0,,0.002,,0.0,0.0,,,tests performed,,,,,,,,,,,,,,0.0,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,,,,
EST,Europe,Estonia,2020-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,tests performed,,,,,,,,,,,,,,0.0,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,,,,
EST,Europe,Estonia,2020-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,tests performed,,,,,,,,,,,,,,0.0,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,,,,
EST,Europe,Estonia,2020-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,tests performed,,,,,,,,,,,,,,0.0,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,,,,
EST,Europe,Estonia,2020-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,tests performed,,,,,,,,,,,,,,0.0,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,-254.5,-10.69,-0.95,-191.921355228707
EST,Europe,Estonia,2020-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,tests performed,,,,,,,,,,,,,,0.0,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,,,,
EST,Europe,Estonia,2020-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,tests performed,,,,,,,,,,,,,,0.0,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,,,,
EST,Europe,Estonia,2020-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,tests performed,,,,,,,,,,,,,,0.0,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,,,,
EST,Europe,Estonia,2020-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,tests performed,,,,,,,,,,,,,,0.0,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,,,,
EST,Europe,Estonia,2020-02-21,,,,,,,,,,,,,,,,,,,,,,4.0,,0.003,,0.0,0.0,,,tests performed,,,,,,,,,,,,,,0.0,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,,,,
EST,Europe,Estonia,2020-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,tests performed,,,,,,,,,,,,,,0.0,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,,,,
EST,Europe,Estonia,2020-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,tests performed,,,,,,,,,,,,,,0.0,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,-265.6,-9.75,-3.24,-200.291991940057
EST,Europe,Estonia,2020-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,tests performed,,,,,,,,,,,,,,0.0,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,,,,
EST,Europe,Estonia,2020-02-25,,,,,,,,,,,,,,,,1.0,0.754,,,,,5.0,,0.004,,0.0,0.0,,,tests performed,,,,,,,,,,,,,,0.0,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,,,,
EST,Europe,Estonia,2020-02-26,,,,,,,,,,,,,,,,1.0,0.754,,,,,13.0,8.0,0.01,0.006,1.0,0.001,,,tests performed,,,,,,,,,,,,,,0.0,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,,,,
EST,Europe,Estonia,2020-02-27,1.0,1.0,,,,,0.754,0.754,,,,,,,,1.0,0.754,,,,,23.0,10.0,0.017,0.008,3.0,0.002,,,tests performed,,,,,,,,,,,,,,0.0,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,,,,
EST,Europe,Estonia,2020-02-28,1.0,0.0,,,,,0.754,0.0,,,,,,,,1.0,0.754,,,,,36.0,13.0,0.027,0.01,5.0,0.004,,,tests performed,,,,,,,,,,,,,,0.0,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,,,,
EST,Europe,Estonia,2020-02-29,1.0,0.0,,,,,0.754,0.0,,,,,,,,1.0,0.754,,,,,44.0,8.0,0.033,0.006,6.0,0.005,,,tests performed,,,,,,,,,,,,,,0.0,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,,,,
EST,Europe,Estonia,2020-03-01,1.0,0.0,,,,,0.754,0.0,,,,,,,,1.0,0.754,,,,,62.0,18.0,0.047,0.014,8.0,0.006,,,tests performed,,,,,,,,,,,,,,0.0,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,-287.5,-9.39,-6.5,-216.807031938127
EST,Europe,Estonia,2020-03-02,1.0,0.0,,,,,0.754,0.0,,,,,,,,1.0,0.754,,,,,85.0,23.0,0.064,0.017,11.0,0.008,,,tests performed,,,,,,,,,,,,,,0.0,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,,,,
EST,Europe,Estonia,2020-03-03,2.0,1.0,0.286,,,,1.508,0.754,0.215,,,,,,,1.0,0.754,,,,,113.0,28.0,0.085,0.021,15.0,0.011,0.0191,52.4,tests performed,,,,,,,,,,,,,,0.0,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,,,,
EST,Europe,Estonia,2020-03-04,2.0,0.0,0.286,,,,1.508,0.0,0.215,,,,,,,1.0,0.754,,,,,149.0,36.0,0.112,0.027,19.0,0.014,0.0151,66.4,tests performed,,,,,,,,,,,,,,0.0,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,,,,
EST,Europe,Estonia,2020-03-05,3.0,1.0,0.286,,,,2.262,0.754,0.215,,,,,,,1.0,0.754,,,,,184.0,35.0,0.138,0.026,23.0,0.017,0.0124,80.4,tests performed,,,,,,,,,,,,,,0.0,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,,,,
EST,Europe,Estonia,2020-03-06,10.0,7.0,1.286,,,,7.541,5.279,0.97,,,,,,,1.0,0.754,,,,,256.0,72.0,0.193,0.054,31.0,0.023,0.0415,24.1,tests performed,,,,,,,,,,,,,,0.0,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,,,,
EST,Europe,Estonia,2020-03-07,10.0,0.0,1.286,,,,7.541,0.0,0.97,,,,,,,1.0,0.754,,,,,285.0,29.0,0.214,0.022,34.0,0.026,0.0378,26.4,tests performed,,,,,,,,,,,,,,0.0,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,,,,
EST,Europe,Estonia,2020-03-08,10.0,0.0,1.286,,,,7.541,0.0,0.97,,,,,,,1.0,0.754,,,,,306.0,21.0,0.23,0.016,35.0,0.026,0.0367,27.2,tests performed,,,,,,,,,,,,,,0.0,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,-332.4,-9.78,-13.29,-250.666634491246
EST,Europe,Estonia,2020-03-09,10.0,0.0,1.286,,,,7.541,0.0,0.97,,,,,,,2.0,1.508,,,,,371.0,65.0,0.279,0.049,41.0,0.031,0.0314,31.9,tests performed,,,,,,,,,,,,,,0.0,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,,,,
EST,Europe,Estonia,2020-03-10,12.0,2.0,1.429,,,,9.049,1.508,1.077,,,,,,,2.0,1.508,,,,,431.0,60.0,0.324,0.045,45.0,0.034,0.0318,31.5,tests performed,,,,,,,,,,,,,,0.0,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,,,,
EST,Europe,Estonia,2020-03-11,16.0,4.0,2.0,,,,12.066,3.016,1.508,,,,,,,1.0,0.754,,,,,508.0,77.0,0.382,0.058,51.0,0.038,0.0392,25.5,tests performed,,,,,,,,,,,,,,0.0,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,,,,
EST,Europe,Estonia,2020-03-12,16.0,0.0,1.857,,,,12.066,0.0,1.4,,,,,,,2.0,1.508,,,,,654.0,146.0,0.492,0.11,67.0,0.05,0.0277,36.1,tests performed,,,,,,,,,,,,,,25.0,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,,,,
EST,Europe,Estonia,2020-03-13,79.0,63.0,9.857,,,,59.575,47.509,7.433,,,,,,,3.0,2.262,,,,,860.0,206.0,0.647,0.155,86.0,0.065,0.1146,8.7,tests performed,,,,,,,,,,,,,,25.0,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,,,,
EST,Europe,Estonia,2020-03-14,115.0,36.0,15.0,,,,86.723,27.148,11.312,,,,,,,4.0,3.016,,,,,1027.0,167.0,0.773,0.126,106.0,0.08,0.1415,7.1,tests performed,,,,,,,,,,,,,,33.33,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,,,,
EST,Europe,Estonia,2020-03-15,171.0,56.0,23.0,,,,128.953,42.23,17.345,,,,1.49,,,6.0,4.525,,,,,1530.0,503.0,1.152,0.379,175.0,0.132,0.1314,7.6,tests performed,,,,,,,,,,,,,,33.33,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,-319.5,-8.58,3.94,-240.938597232109
EST,Europe,Estonia,2020-03-16,205.0,34.0,27.857,,,,154.593,25.64,21.007,,,,1.46,,,10.0,7.541,,,,,1883.0,353.0,1.417,0.266,216.0,0.163,0.129,7.8,tests performed,,,,,,,,,,,,,,44.44,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,,,,
EST,Europe,Estonia,2020-03-17,225.0,20.0,30.429,,,,169.675,15.082,22.947,,,,1.43,,,14.0,10.558,,,,,2114.0,231.0,1.591,0.174,240.0,0.181,0.1268,7.9,tests performed,,,,,,,,,,,,,,50.0,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,,,,
EST,Europe,Estonia,2020-03-18,258.0,33.0,34.571,,,,194.561,24.886,26.071,,,,1.4,,,20.0,15.082,,,,,2595.0,481.0,1.953,0.362,298.0,0.224,0.116,8.6,tests performed,,,,,,,,,,,,,,50.0,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,,,,
EST,Europe,Estonia,2020-03-19,267.0,9.0,35.857,,,,201.348,6.787,27.04,,,,1.37,,,24.0,18.099,,,,,2976.0,381.0,2.24,0.287,332.0,0.25,0.108,9.3,tests performed,,,,,,,,,,,,,,50.0,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,,,,
EST,Europe,Estonia,2020-03-20,283.0,16.0,29.143,,,,213.414,12.066,21.977,,,,1.36,,,25.0,18.853,,,,,3391.0,415.0,2.552,0.312,362.0,0.272,0.0805,12.4,tests performed,,,,,,,,,,,,,,50.0,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,,,,
EST,Europe,Estonia,2020-03-21,306.0,23.0,27.286,,,,230.758,17.345,20.576,,,,1.36,,,28.0,21.115,,,,,4039.0,648.0,3.04,0.488,430.0,0.324,0.0635,15.8,tests performed,,,,,,,,,,,,,,50.0,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,,,,
EST,Europe,Estonia,2020-03-22,326.0,20.0,22.143,,,,245.84,15.082,16.698,,,,1.37,,,36.0,27.148,,,,,4204.0,165.0,3.164,0.124,382.0,0.287,0.058,17.3,tests performed,,,,,,,,,,,,,,50.0,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,-323.8,-8.01,-1.36,-244.181276318488
EST,Europe,Estonia,2020-03-23,352.0,26.0,21.0,,,,265.447,19.607,15.836,,,,1.39,,,40.0,30.164,,,,,4729.0,525.0,3.559,0.395,407.0,0.306,0.0516,19.4,tests performed,,,,,,,,,,,,,,50.0,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,,,,
EST,Europe,Estonia,2020-03-24,369.0,17.0,20.571,,,,278.267,12.82,15.513,,,,1.4,,,47.0,35.443,,,,,6167.0,1438.0,4.641,1.082,579.0,0.436,0.0355,28.1,tests performed,,,,,,,,,,,,,,50.0,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,,,,
EST,Europe,Estonia,2020-03-25,404.0,35.0,20.857,1.0,1.0,,304.661,26.394,15.729,0.754,0.754,,1.42,,,52.0,39.214,,,,,7230.0,1063.0,5.441,0.8,662.0,0.498,0.0315,31.7,tests performed,,,,,,,,,,,,,,61.11,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,,,,
EST,Europe,Estonia,2020-03-26,538.0,134.0,38.714,1.0,0.0,,405.712,101.051,29.195,0.754,0.0,,1.43,,,59.0,44.493,,,,,8394.0,1164.0,6.317,0.876,774.0,0.583,0.05,20.0,tests performed,,,,,,,,,,,,,,61.11,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,,,,
EST,Europe,Estonia,2020-03-27,575.0,37.0,41.714,1.0,0.0,,433.614,27.902,31.457,0.754,0.0,,1.39,,,72.0,54.296,,,,,9682.0,1288.0,7.287,0.969,899.0,0.677,0.0464,21.6,tests performed,,,,,,,,,,,,,,72.22,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,,,,
EST,Europe,Estonia,2020-03-28,645.0,70.0,48.429,1.0,0.0,,486.402,52.788,36.521,0.754,0.0,,1.36,,,88.0,66.362,,,,,10745.0,1063.0,8.087,0.8,958.0,0.721,0.0506,19.8,tests performed,,,,,,,,,,,,,,72.22,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,,,,
EST,Europe,Estonia,2020-03-29,679.0,34.0,50.429,3.0,2.0,,512.042,25.64,38.029,2.262,1.508,,1.32,70.0,52.788,95.0,71.641,52.0,39.096,522.0,393.965,11616.0,871.0,8.742,0.656,1059.0,0.797,0.0476,21.0,tests performed,,,,,,,,,,,,,,77.78,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,-319.1,-7.32,1.47,-240.636952665935
EST,Europe,Estonia,2020-03-30,715.0,36.0,51.857,3.0,0.0,0.429,539.19,27.148,39.106,2.262,0.0,0.323,1.29,,,102.0,76.919,,,,,12810.0,1194.0,9.641,0.899,1154.0,0.869,0.0449,22.3,tests performed,,,,,,,,,,,,,,77.78,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,,,,
EST,Europe,Estonia,2020-03-31,745.0,30.0,53.714,4.0,1.0,0.571,561.813,22.623,40.507,3.016,0.754,0.431,1.26,,,93.0,70.132,,,,,14844.0,2034.0,11.172,1.531,1240.0,0.933,0.0433,23.1,tests performed,,,,,,,,,,,,,,77.78,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,,,,
EST,Europe,Estonia,2020-04-01,779.0,34.0,53.571,5.0,1.0,0.571,587.453,25.64,40.399,3.771,0.754,0.431,1.23,,,97.0,73.149,,,,,16257.0,1413.0,12.235,1.063,1290.0,0.971,0.0415,24.1,tests performed,,,,,,,,,,,,,,77.78,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,,,,
EST,Europe,Estonia,2020-04-02,858.0,79.0,45.714,11.0,6.0,1.429,647.028,59.575,34.474,8.295,4.525,1.077,1.21,,,118.0,88.985,,,,,18852.0,2595.0,14.188,1.953,1494.0,1.124,0.0306,32.7,tests performed,,,,,,,,,,,,,,77.78,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,,,,
EST,Europe,Estonia,2020-04-03,961.0,103.0,55.143,12.0,1.0,1.571,724.701,77.673,41.584,9.049,0.754,1.185,1.18,,,134.0,101.051,,,,,20484.0,1632.0,15.417,1.228,1543.0,1.161,0.0357,28.0,tests performed,,,,,,,,,,,,,,77.78,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,,,,
EST,Europe,Estonia,2020-04-04,1039.0,78.0,56.286,13.0,1.0,1.714,783.522,58.821,42.446,9.803,0.754,1.293,1.14,,,135.0,101.805,,,,,21905.0,1421.0,16.486,1.069,1594.0,1.2,0.0353,28.3,tests performed,,,,,,,,,,,,,,77.78,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,,,,
EST,Europe,Estonia,2020-04-05,1097.0,58.0,59.714,15.0,2.0,1.714,827.26,43.738,45.031,11.312,1.508,1.293,1.1,,,132.0,99.543,,,,,22821.0,916.0,17.175,0.689,1601.0,1.205,0.0373,26.8,tests performed,,,,,,,,,,,,,,77.78,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,-309.8,-6.64,3.07,-233.623716502371
EST,Europe,Estonia,2020-04-06,1108.0,11.0,56.143,19.0,4.0,2.286,835.555,8.295,42.338,14.328,3.016,1.724,1.06,,,140.0,105.576,,,,,24613.0,1792.0,18.524,1.349,1686.0,1.269,0.0333,30.0,tests performed,,,,,,,,,,,,,,77.78,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,,,,
EST,Europe,Estonia,2020-04-07,1149.0,41.0,57.714,21.0,2.0,2.429,866.474,30.919,43.523,15.836,1.508,1.831,1.02,,,130.0,98.034,,,,,25973.0,1360.0,19.548,1.024,1590.0,1.197,0.0363,27.5,tests performed,,,,,,,,,,,,,,77.78,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,,,,
EST,Europe,Estonia,2020-04-08,1185.0,36.0,58.0,24.0,3.0,2.714,893.622,27.148,43.738,18.099,2.262,2.047,0.98,,,136.0,102.559,,,,,27837.0,1864.0,20.951,1.403,1654.0,1.245,0.0351,28.5,tests performed,,,,,,,,,,,,,,77.78,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,,,,
EST,Europe,Estonia,2020-04-09,1207.0,22.0,49.857,24.0,0.0,1.857,910.212,16.59,37.598,18.099,0.0,1.4,0.95,,,142.0,107.084,,,,,29441.0,1604.0,22.158,1.207,1513.0,1.139,0.033,30.3,tests performed,,,,,,,,,,,,,,77.78,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,,,,
EST,Europe,Estonia,2020-04-10,1258.0,51.0,42.429,24.0,0.0,1.714,948.672,38.46,31.996,18.099,0.0,1.293,0.93,,,150.0,113.117,,,,,31116.0,1675.0,23.418,1.261,1519.0,1.143,0.0279,35.8,tests performed,,,,,,,,,,,,,,77.78,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,,,,
EST,Europe,Estonia,2020-04-11,1304.0,46.0,37.857,24.0,0.0,1.571,983.361,34.689,28.549,18.099,0.0,1.185,0.9,,,152.0,114.625,,,,,32058.0,942.0,24.127,0.709,1450.0,1.091,0.0261,38.3,tests performed,,,,,,,,,,,,,,77.78,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,,,,
EST,Europe,Estonia,2020-04-12,1309.0,5.0,30.286,25.0,1.0,1.429,987.132,3.771,22.839,18.853,0.754,1.077,0.88,,,147.0,110.854,,,,,32508.0,450.0,24.466,0.339,1384.0,1.042,0.0219,45.7,tests performed,,,,,,,,,,,,,,77.78,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,-307.3,-6.18,0.81,-231.738437963778
EST,Europe,Estonia,2020-04-13,1332.0,23.0,32.0,28.0,3.0,1.286,1004.476,17.345,24.132,21.115,2.262,0.97,0.87,,,144.0,108.592,,,,,34213.0,1705.0,25.749,1.283,1371.0,1.032,0.0233,42.8,tests performed,,,,,,,,,,,,,,77.78,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,,,,
EST,Europe,Estonia,2020-04-14,1373.0,41.0,32.0,31.0,3.0,1.429,1035.395,30.919,24.132,23.377,2.262,1.077,0.86,,,132.0,99.543,,,,,36090.0,1877.0,27.162,1.413,1445.0,1.088,0.0221,45.2,tests performed,,,,,,,,,,,,,,77.78,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,,,,
EST,Europe,Estonia,2020-04-15,1400.0,27.0,30.714,35.0,4.0,1.571,1055.756,20.361,23.162,26.394,3.016,1.185,0.84,,,124.0,93.51,,,,,38372.0,2282.0,28.879,1.717,1505.0,1.133,0.0204,49.0,tests performed,,,,,,,,,,,,,,77.78,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,,,,
EST,Europe,Estonia,2020-04-16,1434.0,34.0,32.429,36.0,1.0,1.714,1081.396,25.64,24.455,27.148,0.754,1.293,0.82,,,117.0,88.231,,,,,40081.0,1709.0,30.166,1.286,1520.0,1.144,0.0213,46.9,tests performed,,,,,,,,,,,,,,77.78,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,,,,
